    8  11             5.47218
    8  12           475.84055
    8  13             0.87666
    8  14             8.29894
    8  15             1.03734
    8  16             0.24336
    8  17             0.00823
    8  18             0.01428
    8  19             0.00282
    8  20             0.00300
    8  21             0.00244
    8  22             0.00195
    8  23             0.00165
    8  24             0.00152
    8  25             0.00073
    8  26             0.00062
    8  27             0.00097
    8  28             0.00076
    8  29             0.00030
    8  30             0.00032
    8  31             0.00037
    8  32             0.00033
    8  33             0.00032
    8  34             0.00024
    9  11             1.93973
    9  12             1.10196
    9  13             0.53657
    9  14             0.30009
    9  15             0.11837
    9  16             0.03623
    9  17             0.00635
    9  18             0.00661
    9  19             0.00199
    9  20             0.00221
    9  21             0.00206
    9  22             0.00175
    9  23             0.00124
    9  24             0.00111
    9  25             0.00078
    9  26             0.00065
    9  27             0.00061
    9  28             0.00059
    9  29             0.00033
    9  30             0.00039
    9  31             0.00042
    9  32             0.00038
    9  33             0.00029
    9  34             0.00022
    9  35             0.00031
    9  36             0.00019
    9  37             0.00017
   10  13            14.59857
   10  14          3718.06250
   10  15             2.03493
   10  16             2.50119
   10  17             0.02445
   10  18             0.05602
   10  19             0.00954
   10  20             0.01106
   10  21             0.01498
   10  22             0.00873
   10  23             0.00593
   10  24             0.00373
   10  25             0.00271
   10  26             0.00223
   10  27             0.00219
   10  28             0.00161
   10  29             0.00085
   10  30             0.00085
   10  31             0.00095
   10  32             0.00087
   10  33             0.00065
   10  34             0.00046
   10  35             0.00090
   10  36             0.00043
   10  37             0.00029
   10  38             0.00026
   10  39             0.00023
   10  40             0.00023
   10  41             0.00024
   11  13            21.21181
   11  14            10.07500
   11  15             0.23876
   11  16             0.09932
   11  17             0.03518
   11  18             0.02050
   11  19             0.00751
   11  20             0.00648
   11  21             0.00688
   11  22             0.00275
   11  23             0.00329
   11  24             0.00246
   11  25             0.00192
   11  26             0.00181
   11  27             0.00168
   11  28             0.00132
   11  29             0.00077
   11  30             0.00078
   11  31             0.00057
   11  32             0.00061
   11  33             0.00054
   11  34             0.00043
   11  35             0.00050
   11  36             0.00041
   11  37             0.00035
   11  38             0.00031
   11  39             0.00020
   11  40             0.00017
   11  41             0.00015
   11  42             0.00019
   11  43             0.00019
   11  44             0.00012
   12  15            57.34644
   12  16          3429.11157
   12  17             0.48829
   12  18             2.74729
   12  19             0.03695
   12  20             0.11408
   12  21             0.16760
   12  22             0.06333
   12  23             0.03903
   12  24             0.01809
   12  25             0.01023
   12  26             0.00883
   12  27             0.00515
   12  28             0.00485
   12  29             0.00237
   12  30             0.00245
   12  31             0.00146
   12  32             0.00152
   12  33             0.00124
   12  34             0.00088
   12  35             0.00063
   12  36             0.00052
   12  37             0.00055
   12  38             0.00046
   12  39             0.00040
   12  40             0.00037
   12  41             0.00029
   12  42             0.00021
   12  43             0.00031
   12  44             0.00026
   12  45             0.00018
   12  46             0.00019
   12  47             0.00016
   13  15          1171.03857
