# Beta-delayed neutron emission probabilities dataset.
# Code: BeoH [3.5.0]
# Each row indicates data for an individual nucleus with proton number (Z), neutron number (N) and atomic mass (A).
# The middle columns give the j-neutron emission probabilities denoted by Pjn.
# The third to last column denotes the average neutron emission energy, <E_n>, in MeV.
# The second to last column denotes the neutron multiplicity after beta-decay, <n>.
# The last column denotes whether AME2012 masses (1) or FRDM2012 masses (0) were used.
#
#   Z   N  A  P0n  P1n  P2n  P3n  P4n  P5n  P6n  P7n  P8n  P9n  P10n <E_n> <n>  exp
# =================================================================================
 13  41  54 0.00 0.01 0.00 0.00 0.00 0.02 0.06 0.06 0.23 0.10 0.52 2.51 8.83   0
 13  42  55 0.00 0.00 0.01 0.00 0.01 0.00 0.02 0.07 0.07 0.24 0.58 2.52 9.19   0
 13  43  56 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.02 0.07 0.06 0.85 2.62 9.74   0
 13  44  57 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.03 0.07 0.88 2.55 9.80   0
 13  45  58 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.02 0.98 2.64 9.98   0
 13  46  59 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.98 2.58 9.97   0
 13  47  60 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 2.68 10.00  0
 13  48  61 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 2.67 10.00  0
 13  49  62 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 2.74 10.00  0
 13  50  63 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 2.73 10.00  0
 14  17  31 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00   1
 14  18  32 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00   1
 14  19  33 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00   1
 14  20  34 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00   1
 14  21  35 0.99 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.34 0.01   1
 14  22  36 0.63 0.37 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.91 0.37   1
 14  23  37 0.90 0.10 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.77 0.10   1
 14  24  38 0.69 0.31 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.31   1
 14  25  39 0.62 0.37 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.09 0.39   1
 14  26  40 0.47 0.53 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.44 0.53   1
 14  27  41 0.45 0.50 0.05 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.27 0.60   1
 14  28  42 0.51 0.48 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.47 0.50   0
 14  29  43 0.27 0.52 0.21 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.48 0.94   0
 14  30  44 0.07 0.79 0.13 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.93 1.08   0
 14  31  45 0.04 0.32 0.59 0.05 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.94 1.65   0
 14  32  46 0.00 0.50 0.32 0.18 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.98 1.68   0
 14  33  47 0.05 0.27 0.52 0.11 0.05 0.00 0.00 0.00 0.00 0.00 0.00 1.63 1.84   0
 14  34  48 0.00 0.34 0.20 0.40 0.05 0.01 0.00 0.00 0.00 0.00 0.00 1.89 2.19   0
 14  35  49 0.01 0.03 0.39 0.16 0.35 0.05 0.01 0.00 0.00 0.00 0.00 2.03 3.00   0
 14  36  50 0.00 0.16 0.12 0.48 0.09 0.14 0.01 0.00 0.00 0.00 0.00 1.91 2.96   0
 14  37  51 0.00 0.02 0.16 0.10 0.48 0.09 0.14 0.01 0.00 0.00 0.00 2.02 3.92   0
